Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Region,State,City,Sales,Quantity,Discount,Profit,Profit_Margin,Year,Quarter,Year_Month
47,CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,OFF-ST-10001713,Central,Michigan,Westland,211.96,4,0.0,8.4784,0.04,2014,4,2014-10
48,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,TEC-AC-10002167,East,Delaware,Dover,45.0,3,0.0,4.95,0.11,2016,2,2016-06
49,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,TEC-PH-10003988,East,Delaware,Dover,21.8,2,0.0,6.104,0.27999999999999997,2016,2,2016-06
50,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,OFF-BI-10004410,Central,Indiana,New Albany,38.22,6,0.0,17.9634,0.47000000000000003,2015,2,2015-04
51,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,OFF-LA-10002762,Central,Indiana,New Albany,75.18,6,0.0,35.3346,0.47,2015,2,2015-04
52,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,FUR-FU-10001706,Central,Indiana,New Albany,6.16,2,0.0,2.9568,0.48,2015,2,2015-04
53,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,FUR-CH-10003061,Central,Indiana,New Albany,89.99,1,0.0,17.0981,0.19,2015,2,2015-04
54,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,OFF-FA-10000304,East,New York,New York City,15.26,7,0.0,6.2566,0.41,2016,4,2016-12
55,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,TEC-PH-10002447,East,New York,New York City,1029.95,5,0.0,298.6855,0.29,2016,4,2016-12
56,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,OFF-ST-10000604,East,New York,Troy,208.56,6,0.0,52.14,0.25,2016,2,2016-06
57,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,OFF-PA-10001569,East,New York,Troy,32.4,5,0.0,15.552,0.48,2016,2,2016-06
58,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,FUR-CH-10003968,East,New York,Troy,319.41,5,0.1,7.098,0.02222222222222222,2016,2,2016-06
59,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,OFF-PA-10000587,East,New York,Troy,14.56,2,0.0,6.9888,0.48,2016,2,2016-06
60,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,TEC-AC-10002167,East,New York,Troy,30.0,2,0.0,3.3,0.11,2016,2,2016-06
61,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,OFF-BI-10001460,East,New York,Troy,48.48,4,0.2,16.362,0.33749999999999997,2016,2,2016-06
62,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,OFF-AR-10001868,East,New York,Troy,1.68,1,0.0,0.84,0.5,2016,2,2016-06
63,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,TEC-AC-10004633,West,California,Los Angeles,13.98,2,0.0,6.1512,0.44,2015,4,2015-11
64,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,OFF-BI-10001078,West,California,Los Angeles,25.824,6,0.2,9.3612,0.3625,2015,4,2015-11
65,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,OFF-PA-10003892,West,California,Los Angeles,146.73,3,0.0,68.9631,0.47000000000000003,2015,4,2015-11
66,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,FUR-FU-10000397,West,California,Los Angeles,79.76,4,0.0,22.3328,0.27999999999999997,2015,4,2015-11
67,US-2015-164175,2015-04-30,2015-05-05,Standard Class,PS-18970,FUR-CH-10001146,Central,Illinois,Chicago,213.115,5,0.3,-15.2225,-0.07142857142857142,2015,2,2015-04
68,CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,OFF-AR-10002671,West,Arizona,Gilbert,1113.024,8,0.2,111.3024,0.10000000000000002,2014,4,2014-12
69,CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,TEC-PH-10002726,West,Arizona,Gilbert,167.968,4,0.2,62.988,0.375,2014,4,2014-12
70,CA-2016-119823,2016-06-04,2016-06-06,First Class,KD-16270,OFF-PA-10000482,South,Virginia,Springfield,75.88,2,0.0,35.6636,0.4700000000000001,2016,2,2016-06
71,CA-2016-106075,2016-09-18,2016-09-23,Standard Class,HM-14980,OFF-BI-10004654,East,New York,New York City,4.616,1,0.2,1.731,0.37500000000000006,2016,3,2016-09
72,CA-2017-114440,2017-09-14,2017-09-17,Second Class,TB-21520,OFF-PA-10004675,Central,Michigan,Jackson,19.05,3,0.0,8.763,0.45999999999999996,2017,3,2017-09
73,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,FUR-CH-10000513,South,Tennessee,Memphis,831.936,8,0.2,-114.3912,-0.13749999999999998,2015,2,2015-04
74,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,FUR-FU-10003708,South,Tennessee,Memphis,97.04,2,0.2,1.213,0.0125,2015,2,2015-04
75,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,OFF-ST-10004123,South,Tennessee,Memphis,72.784,1,0.2,-18.196,-0.25,2015,2,2015-04
76,US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,OFF-BI-10004182,Central,Texas,Houston,1.248,3,0.8,-1.9344,-1.5499999999999998,2017,4,2017-12
77,US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,FUR-FU-10000260,Central,Texas,Houston,9.708,3,0.6,-5.8248,-0.6,2017,4,2017-12
78,US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,OFF-ST-10000615,Central,Texas,Houston,27.24,3,0.2,2.724,0.10000000000000002,2017,4,2017-12
79,US-2014-147606,2014-11-26,2014-12-01,Second Class,JE-15745,FUR-FU-10003194,Central,Texas,Houston,19.3,5,0.6,-14.475,-0.75,2014,4,2014-11
80,CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,OFF-AP-10002118,South,Alabama,Decatur,208.16,1,0.0,56.2032,0.27,2016,2,2016-06
81,CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,OFF-BI-10002309,South,Alabama,Decatur,16.74,3,0.0,8.0352,0.48000000000000004,2016,2,2016-06
82,CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,OFF-AR-10002053,West,California,San Francisco,14.9,5,0.0,4.172,0.27999999999999997,2014,4,2014-10
83,CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,OFF-ST-10002370,West,California,San Francisco,21.39,1,0.0,6.2031,0.29,2014,4,2014-10
84,CA-2015-149734,2015-09-03,2015-09-08,Standard Class,JC-16105,OFF-EN-10000927,South,North Carolina,Durham,200.984,7,0.2,62.8075,0.3125,2015,3,2015-09
85,US-2017-119662,2017-11-13,2017-11-16,First Class,CS-12400,OFF-ST-10003656,Central,Illinois,Chicago,230.376,3,0.2,-48.9549,-0.2125,2017,4,2017-11
86,CA-2017-140088,2017-05-28,2017-05-30,Second Class,PO-18865,FUR-CH-10000863,South,South Carolina,Columbia,301.96,2,0.0,33.2156,0.11000000000000001,2017,2,2017-05
87,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,PG-18895,TEC-AC-10001998,Central,Minnesota,Rochester,19.99,1,0.0,6.7966,0.34,2017,4,2017-10
88,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,PG-18895,OFF-LA-10000134,Central,Minnesota,Rochester,6.16,2,0.0,2.9568,0.48,2017,4,2017-10
89,CA-2016-159695,2016-04-05,2016-04-10,Second Class,GM-14455,OFF-ST-10003442,Central,Texas,Houston,158.368,7,0.2,13.8572,0.08750000000000001,2016,2,2016-04
90,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,OFF-AR-10004930,West,California,Los Angeles,20.1,3,0.0,6.633,0.32999999999999996,2016,3,2016-09
91,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,TEC-PH-10004093,West,California,Los Angeles,73.584,2,0.2,8.2782,0.11249999999999999,2016,3,2016-09
92,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,JS-15685,OFF-PA-10000304,West,California,Los Angeles,6.48,1,0.0,3.1104,0.4799999999999999,2016,3,2016-09
93,CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,OFF-PA-10003177,Central,Minnesota,Minneapolis,12.96,2,0.0,6.2208,0.4799999999999999,2015,1,2015-01
94,CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,FUR-FU-10003799,Central,Minnesota,Minneapolis,53.34,3,0.0,16.5354,0.30999999999999994,2015,1,2015-01
95,CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,OFF-BI-10002852,Central,Minnesota,Minneapolis,32.96,2,0.0,16.1504,0.49000000000000005,2015,1,2015-01
96,US-2017-109484,2017-11-06,2017-11-12,Standard Class,RB-19705,OFF-BI-10004738,West,Oregon,Portland,5.682,1,0.7,-3.788,-0.6666666666666666,2017,4,2017-11
97,CA-2017-161018,2017-11-09,2017-11-11,Second Class,PN-18775,FUR-FU-10000629,East,New York,New York City,96.53,7,0.0,40.5426,0.42,2017,4,2017-11
98,CA-2017-157833,2017-06-17,2017-06-20,First Class,KD-16345,OFF-BI-10001721,West,California,San Francisco,51.312,3,0.2,17.9592,0.35,2017,2,2017-06
99,CA-2016-149223,2016-09-06,2016-09-11,Standard Class,ER-13855,OFF-AP-10000358,Central,Minnesota,Saint Paul,77.88,6,0.0,22.5852,0.29000000000000004,2016,3,2016-09
100,CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,OFF-PA-10003256,Central,Illinois,Chicago,64.624,7,0.2,22.6184,0.35000000000000003,2016,3,2016-08
101,CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,TEC-AC-10001767,Central,Illinois,Chicago,95.976,3,0.2,-10.7973,-0.1125,2016,3,2016-08
102,CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,OFF-BI-10002609,Central,Illinois,Chicago,1.788,3,0.8,-3.0396,-1.7,2016,3,2016-08
103,CA-2016-129903,2016-12-01,2016-12-04,Second Class,GZ-14470,OFF-PA-10004040,Central,Minnesota,Rochester,23.92,4,0.0,11.7208,0.49,2016,4,2016-12
104,US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,TEC-AC-10001552,West,Colorado,Aurora,238.896,6,0.2,-26.8758,-0.11250000000000002,2015,4,2015-11
105,US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,FUR-FU-10004006,West,Colorado,Aurora,102.36,3,0.2,-3.8385,-0.0375,2015,4,2015-11
106,US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,OFF-BI-10002794,West,Colorado,Aurora,36.882,3,0.7,-25.8174,-0.7000000000000001,2015,4,2015-11
107,CA-2017-119004,2017-11-23,2017-11-28,Standard Class,JM-15250,TEC-AC-10003499,South,North Carolina,Charlotte,74.112,8,0.2,17.6016,0.23750000000000004,2017,4,2017-11
108,CA-2017-119004,2017-11-23,2017-11-28,Standard Class,JM-15250,TEC-PH-10002844,South,North Carolina,Charlotte,27.992,1,0.2,2.0994,0.075,2017,4,2017-11
109,CA-2017-119004,2017-11-23,2017-11-28,Standard Class,JM-15250,OFF-AR-10000390,South,North Carolina,Charlotte,3.304,1,0.2,1.0738,0.32500000000000007,2017,4,2017-11
110,CA-2015-129476,2015-10-15,2015-10-20,Standard Class,PA-19060,TEC-AC-10000844,Central,Illinois,Orland Park,339.96,5,0.2,67.992,0.20000000000000004,2015,4,2015-10
111,CA-2017-146780,2017-12-25,2017-12-30,Standard Class,CV-12805,FUR-FU-10001934,East,New York,New York City,41.96,2,0.0,10.9096,0.25999999999999995,2017,4,2017-12
112,CA-2016-128867,2016-11-03,2016-11-10,Standard Class,CL-12565,OFF-AR-10000380,Central,Iowa,Urbandale,75.96,2,0.0,22.788,0.30000000000000004,2016,4,2016-11
113,CA-2016-128867,2016-11-03,2016-11-10,Standard Class,CL-12565,OFF-BI-10003981,Central,Iowa,Urbandale,27.24,6,0.0,13.3476,0.49000000000000005,2016,4,2016-11
114,CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,OFF-FA-10000621,East,Ohio,Columbus,40.096,14,0.2,14.5348,0.36250000000000004,2014,3,2014-08
115,CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,OFF-EN-10002600,East,Ohio,Columbus,4.72,2,0.2,1.652,0.35,2014,3,2014-08
116,CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,OFF-PA-10004965,East,Ohio,Columbus,23.976,3,0.2,7.4925,0.3125,2014,3,2014-08
117,CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,OFF-EN-10002504,East,Ohio,Columbus,130.464,6,0.2,44.0316,0.33749999999999997,2014,3,2014-08
118,CA-2015-110457,2015-03-02,2015-03-06,Standard Class,DK-13090,FUR-TA-10001768,West,Washington,Seattle,787.53,3,0.0,165.3813,0.21000000000000002,2015,1,2015-03
119,US-2015-136476,2015-04-05,2015-04-10,Standard Class,GG-14650,OFF-BI-10003650,South,Tennessee,Bristol,157.794,1,0.7,-115.7156,-0.7333333333333333,2015,2,2015-04
120,CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,FUR-FU-10002157,East,Delaware,Wilmington,47.04,3,0.0,18.3456,0.39,2016,2,2016-06
121,CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,OFF-BI-10003910,East,Delaware,Wilmington,30.84,4,0.0,13.878,0.45,2016,2,2016-06
122,CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,OFF-ST-10000777,East,Delaware,Wilmington,226.56,6,0.0,63.4368,0.27999999999999997,2016,2,2016-06
123,CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,OFF-EN-10002500,East,Delaware,Wilmington,115.02,9,0.0,51.759,0.45,2016,2,2016-06
124,CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,TEC-PH-10003875,East,Delaware,Wilmington,68.04,7,0.0,19.7316,0.29,2016,2,2016-06
125,US-2014-152030,2014-12-26,2014-12-28,Second Class,AD-10180,FUR-CH-10004063,Central,Texas,Houston,600.558,3,0.3,-8.5794,-0.014285714285714285,2014,4,2014-12
126,US-2014-134614,2014-09-20,2014-09-25,Standard Class,PF-19165,FUR-TA-10004534,Central,Illinois,Bloomington,617.7,6,0.5,-407.682,-0.66,2014,3,2014-09
127,US-2017-107272,2017-11-05,2017-11-12,Standard Class,TS-21610,OFF-BI-10003274,West,Arizona,Phoenix,2.388,2,0.7,-1.8308,-0.7666666666666667,2017,4,2017-11
128,US-2017-107272,2017-11-05,2017-11-12,Standard Class,TS-21610,OFF-ST-10002974,West,Arizona,Phoenix,243.992,7,0.2,30.499,0.125,2017,4,2017-11
129,US-2016-125969,2016-11-06,2016-11-10,Second Class,LS-16975,FUR-CH-10001146,West,California,Los Angeles,81.424,2,0.2,-9.1602,-0.11249999999999999,2016,4,2016-11
130,US-2016-125969,2016-11-06,2016-11-10,Second Class,LS-16975,FUR-FU-10003773,West,California,Los Angeles,238.56,3,0.0,26.2416,0.10999999999999999,2016,4,2016-11
131,US-2017-164147,2017-02-02,2017-02-05,First Class,DW-13585,TEC-PH-10002293,East,Ohio,Columbus,59.97,5,0.4,-11.994,-0.2,2017,1,2017-02
132,US-2017-164147,2017-02-02,2017-02-05,First Class,DW-13585,OFF-PA-10002377,East,Ohio,Columbus,78.304,2,0.2,29.364,0.375,2017,1,2017-02
133,US-2017-164147,2017-02-02,2017-02-05,First Class,DW-13585,OFF-FA-10002780,East,Ohio,Columbus,21.456,9,0.2,6.9732,0.325,2017,1,2017-02
134,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-PA-10001804,West,California,Roseville,20.04,3,0.0,9.6192,0.48,2016,4,2016-10
135,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-PA-10001736,West,California,Roseville,35.44,1,0.0,16.6568,0.47000000000000003,2016,4,2016-10
136,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-AR-10001149,West,California,Roseville,11.52,4,0.0,3.456,0.3,2016,4,2016-10
137,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-FA-10002988,West,California,Roseville,4.02,2,0.0,1.9698,0.49000000000000005,2016,4,2016-10
138,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-BI-10004781,West,California,Roseville,76.176,3,0.2,26.6616,0.35,2016,4,2016-10
139,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,OFF-SU-10001218,West,California,Roseville,65.88,6,0.0,18.4464,0.28,2016,4,2016-10
140,CA-2016-145583,2016-10-13,2016-10-19,Standard Class,LC-16885,FUR-FU-10001706,West,California,Roseville,43.12,14,0.0,20.6976,0.48000000000000004,2016,4,2016-10
141,CA-2016-110366,2016-09-05,2016-09-07,Second Class,JD-15895,FUR-FU-10004848,East,Pennsylvania,Philadelphia,82.8,2,0.2,10.35,0.125,2016,3,2016-09
142,CA-2017-106180,2017-09-18,2017-09-23,Standard Class,SH-19975,OFF-AR-10000940,West,California,San Francisco,8.82,3,0.0,2.3814,0.27,2017,3,2017-09
143,CA-2017-106180,2017-09-18,2017-09-23,Standard Class,SH-19975,OFF-EN-10004030,West,California,San Francisco,10.86,3,0.0,5.1042,0.47,2017,3,2017-09
144,CA-2017-106180,2017-09-18,2017-09-23,Standard Class,SH-19975,OFF-PA-10004327,West,California,San Francisco,143.7,3,0.0,68.976,0.48000000000000004,2017,3,2017-09
145,CA-2017-155376,2017-12-22,2017-12-27,Standard Class,SG-20080,OFF-AP-10001058,Central,Missouri,Independence,839.43,3,0.0,218.2518,0.26,2017,4,2017-12
146,CA-2015-110744,2015-09-07,2015-09-12,Standard Class,HA-14920,OFF-ST-10003656,West,California,Pasadena,671.93,7,0.0,20.1579,0.030000000000000006,2015,3,2015-09
147,CA-2014-110072,2014-10-22,2014-10-28,Standard Class,MG-17680,FUR-FU-10000521,East,Ohio,Newark,93.888,4,0.2,12.9096,0.13749999999999998,2014,4,2014-10
148,CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,TEC-PH-10000215,Central,Wisconsin,Franklin,384.45,11,0.0,103.8015,0.27,2016,4,2016-12
149,CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,TEC-PH-10001448,Central,Wisconsin,Franklin,149.97,3,0.0,5.9988,0.04,2016,4,2016-12
150,CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,FUR-CH-10000454,Central,Wisconsin,Franklin,1951.84,8,0.0,585.552,0.30000000000000004,2016,4,2016-12
151,CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,OFF-BI-10002735,Central,Wisconsin,Franklin,171.55,5,0.0,80.6285,0.47,2016,4,2016-12
